user_id,item_id,timestamp
0,20446,1153733193000
0,20445,1361066927000
0,20444,1384374865000
0,20443,1385250445000
0,20442,1386640676000
0,20441,1386640741000
0,20440,1392043746000
0,20439,1392044137000
0,20438,1394163192000
0,20437,1394163329000
0,20436,1394402137000
0,20435,1394402874000
0,20434,1394404556000
0,20433,1394989783000
0,20432,1394989816000
0,20431,1394989850000
0,20430,1394989872000
0,20429,1394989939000
0,20428,1394990571000
0,20427,1394990600000
0,20426,1395199854000
0,20425,1395199936000
0,20424,1397779846000
0,20423,1400460475000
0,20422,1400463814000
0,20421,1418446351000
0,20420,1418446499000
0,20419,1418446619000
0,20418,1418446690000
0,20417,1418446901000
0,20416,1418449161000
0,20415,1418449360000
0,20414,1418449706000
3,20523,1577159620522
3,20522,1577161762783
3,20521,1578974414701
3,20520,1579054553109
3,20519,1579054770371
3,20518,1579055040825
4,20534,1609078588497
4,20533,1656539678937
4,20532,1656605279046
4,20531,1657147203807
4,20530,1657147254394
4,20529,1657147423757
5,20548,1456776689000
5,20547,1456984097000
5,20546,1529011743913
5,20545,1579308836158
5,20544,1646090535908
5,20543,1647299314809
5,20542,1647299982354
5,20438,1647300706916
5,20541,1648333606115
7,20571,1511914284723
7,20570,1513734486247
7,20569,1528507244554
7,20568,1528507704705
7,20567,1528507830025
7,20566,1528507858344
9,20598,1413394427000
9,20597,1420170386000
9,20596,1421458707000
9,20595,1421510457000
9,20594,1421981465000
9,20593,1424123820000
13,20694,1473447210000
13,20693,1473447497000
13,20550,1473447565000
13,20397,1473447789000
13,20692,1473447826000
13,20691,1473447904000
13,20690,1473447983000
13,20689,1473448052000
13,20688,1473448113000
13,20687,1473448266000
13,20686,1473448313000
13,20685,1486770467000
13,20430,1486770545000
13,20684,1486770563000
13,20683,1486770605000
13,20682,1486770820000
13,20681,1486771029000
13,20680,1486771079000
13,20679,1486771314000
13,20532,1486771362000
13,20678,1486771393000
13,20677,1486771395000
15,20745,1358104138000
15,20744,1358104740000
15,20743,1358105028000
15,20742,1360424447000
15,20741,1360424794000
15,20740,1361190258000
15,20739,1376092883000
15,20738,1376093161000
15,20737,1408618217000
15,20736,1409947602000
15,20735,1411946951000
15,20734,1411947208000
15,20733,1411947331000
15,20579,1413450783000
15,20732,1417803830000
15,20731,1428517141000
15,20730,1428518050000
15,20729,1471393913000
15,20728,1471393984000
15,20727,1471394089000
15,20726,1471394108000
15,20725,1471394148000
15,20724,1471394388000
15,20723,1471394712000
15,20722,1471394958000
15,20721,1471394978000
15,20720,1471395020000
18,20867,1060162593000
18,20866,1090182969000
18,20505,1095179289000
18,20865,1096397346000
18,20864,1100678462000
18,20863,1101444898000
18,20862,1105248366000
18,20861,1109128768000
18,20860,1109360225000
18,20626,1112591346000
18,20639,1114312894000
18,20859,1116909866000
18,20858,1116986846000
18,20857,1122184100000
18,20856,1122263970000
18,20855,1126573730000
18,20854,1127611957000
18,20853,1128917519000
18,20852,1129784927000
18,20497,1129962191000
18,20851,1133583586000
18,20850,1134809819000
18,20849,1134969508000
18,20609,1135367883000
18,20848,1142010632000
18,20504,1144901352000
18,20494,1145249450000
18,20847,1145905929000
18,20846,1146458125000
18,20845,1151206505000
18,20844,1151947767000
18,20843,1152150934000
18,20842,1152577847000
18,20841,1153269143000
18,20840,1157139420000
18,20839,1157740166000
18,20838,1162662984000
18,20837,1164421370000
18,20836,1164590109000
18,20464,1165465227000
18,20835,1169411385000
18,20834,1172884586000
18,20833,1176251705000
18,20832,1177306236000
18,20479,1184445412000
18,20831,1186346722000
18,20830,1188145480000
18,20829,1188682486000
18,20828,1188823667000
18,20827,1192816872000
18,20826,1194265510000
18,20825,1195648879000
18,20824,1199911129000
18,20823,1203829377000
18,20822,1203913400000
18,20821,1204087111000
18,20820,1204775272000
18,20819,1206115557000
18,20818,1207360714000
18,20817,1208288076000
21,20960,1556206940852
21,20959,1556489106170
21,20958,1556577966573
21,20957,1560739125395
21,20750,1560739381663
21,20762,1560739531644
21,20956,1560739657460
21,20955,1560740101883
23,20995,1293032885000
23,20994,1362436098000
23,20993,1362436771000
23,20992,1362437259000
23,20991,1375929582000
23,20990,1388273335000
23,20989,1394582387000
23,20988,1405082701000
23,20987,1405467174000
23,20986,1414456495000
25,21027,1444025221000
25,21026,1444025570000
25,21025,1444025657000
25,21024,1444025690000
25,21023,1444025710000
25,21022,1444025729000
25,21021,1444025737000
25,21020,1444025746000
25,21019,1444025771000
25,21018,1444025803000
25,21017,1450603684000
26,21071,1129663109000
26,21070,1129726555000
26,21069,1129899842000
26,20492,1130513744000
26,21068,1131134163000
26,20612,1131373256000
26,20859,1131741856000
26,21067,1132335791000
26,21066,1134053141000
26,21065,1134409882000
26,21064,1134659464000
26,21063,1134700061000
26,21062,1134968732000
26,21061,1135090145000
26,21060,1135951577000
26,21059,1136820739000
26,21058,1137075470000
26,21057,1137076221000
26,21056,1137162881000
26,20460,1138371950000
26,21055,1138392590000
26,21054,1138978812000
26,21053,1139235391000
26,21052,1139323847000
26,21051,1139329307000
26,20392,1139408269000
26,21050,1139961806000
26,21049,1140012280000
26,21048,1140790927000
26,21047,1141589047000
26,21046,1141655549000
29,21139,1398060245000
29,21138,1398060575000
29,21137,1411894041000
29,21136,1411894078000
29,21135,1420356874000
29,21134,1424919678000
29,21133,1426924510000
29,21132,1426924658000
29,21131,1426924713000
29,21130,1433359123000
29,21129,1460259035000
29,21128,1460259417000
29,20658,1460259460000
30,21150,1311125662000
